77	5	70	71	4.7	-0.112	0.4
78	5	52	71	7.1	-0.388	0.4
79	5	71	72	7.1	-0.5	0.4
80	5	52	53	15.1	1.999	0.4
81	5	53	69	15.1	1.22	0.4
82	5	69	73	7.1	0.785	0.4
83	5	73	68	6.6	0.785	0.4
84	5	50	74	11.6	-0.211	0.4
85	5	74	75	4.8	-0.211	0.4
86	5	75	76	6.6	0.523	0.4
87	5	75	33	4.7	-0.734	0.4
88	5	76	77	9.7	0.523	0.4
89	5	77	72	10.2	0.523	0.4
90	5	51	78	6.7	-0.023	0.4
91	5	78	79	7.1	-0.023	0.4
92	5	79	80	10.5	-0.023	0.4
93	5	80	72	9.5	-0.023	0.4
94	5	81	82	28.2	-9.8	0.4
95	5	82	83	33.2	-9.8	0.4
96	5	83	84	33.2	-10	0.4
97	5	85	86	6.2	-0.1	0.4
98	5	87	86	7.3	-0.1	0.4
99	5	86	88	6.6	-0.2	0.4
100	5	88	89	6.4	-0.2	0.4
101	5	89	90	5.3	-0.2	0.4
102	5	90	91	6	-0.2	0.4
103	5	91	92	6.3	-0.2	0.4
104	5	92	83	5.4	-0.2	0.4
 92              total number of nodes
 name    x       y      z
    1  170.00  000.00  213.00
    2  095.00  336.00  213.00
    3  107.00  445.00  213.00
    4  057.00  520.00  213.00
    5  145.00  520.00  213.00
    6  137.00  330.00  153.00
    7  134.00  369.00  153.00
    8  086.00  458.00  153.00
    9  063.00  520.00  153.00
   10  188.00  270.00  149.00
   11  220.00  081.00  213.00
   12  200.00  000.00  213.00
   13  183.00  520.00  131.00
   14  236.00  443.00  131.00
   15  241.00  360.00  139.00
   16  000.00  368.00  095.00
   17  035.00  362.00  095.00
   18  063.00  358.00  105.00
   19  181.00  394.00  105.00
   20  251.00  455.00  121.00
   21  272.00  435.00  135.00
   22  284.00  410.00  141.00
   23  313.00  395.00  151.00
   24  320.00  186.00  171.00
   25  110.00  334.00  165.00
   26  100.00  339.00  125.00
   27  086.00  297.00  109.00
   28  035.00  263.00  085.00
   29  047.00  224.00  081.00
   30  079.00  237.00  077.00
   31  102.00  220.00  077.00
   32  095.00  232.00  069.00
   33  148.00  266.00  075.00
   34  205.00  317.00  075.00
   35  228.00  333.00  075.00
   36  152.00  384.00  081.00
   37  103.00  403.00  089.00
   38  297.00  346.00  078.00
   39  322.00  355.00  075.00
   40  348.00  328.00  075.00
   41  348.00  358.00  075.00
   42  353.00  254.00  061.00
   43  372.00  234.00  057.00
   44  393.00  254.00  061.00
   45  391.00  311.00  069.00
   46  550.00  260.00  060.00
   47  399.00  361.00  075.00
   48  378.00  368.00  075.00
   49  166.00  422.00  081.00
   50  325.00  234.00  055.00
   51  315.00  187.00  047.00
   52  354.00  181.00  047.00
   53  353.00  161.00  037.00
   54  403.00  131.00  037.00
   55  406.00  089.00  029.00
   56  295.00  058.00  025.00
   57  312.00  000.00  025.00
   58  422.00  153.00  033.00
   59  446.00  174.00  025.00
   60  468.00  134.00  025.00
   61  498.00  065.00  025.00
   62  550.00  018.00  025.00
   63  550.00  047.00  025.00
   64  521.00  090.00  025.00
   65  450.00  000.00  025.00
   66  550.00  116.00  025.00
   67  502.00  122.00  025.00
   68  400.00  158.00  025.00
   69  352.00  139.00  025.00
   70  319.00  132.00  025.00
   71  257.00  138.00  031.00
   72  119.00  046.00  081.00
   73  375.00  126.00  025.00
   74  299.00  246.00  069.00
   75  196.00  242.00  071.00
   76  090.00  136.00  083.00
   77  081.00  081.00  083.00
   78  199.00  201.00  049.00
   79  095.00  153.00  071.00
   80  136.00  086.00  089.00
   81  486.00  520.00  175.00
   82  511.00  397.00  175.00
   83  451.00  180.00  161.00
   84  550.00  047.00  150.00
   85  550.00  513.00  105.00
   86  501.00  397.00  089.00
   87  550.00  409.00  089.00
   88  386.00  272.00  093.00
   89  363.00  268.00  097.00
   90  372.00  296.00  109.00
   91  400.00  283.00  115.00
   92  423.00  255.00  121.00
 17      total number of boundary nodes
 node bctyp press/flow   HD    Conc.
    1     2    10.000   0.4    1.    0. *     
    4     2    -5.696   0.4    1.    0. *   
    5     2    -3.332   0.4    1.    0. *   
    9     2    -1.268   0.4    1.    0. *   
   12     2    10.000   0.4    1.    0. *   
   13     2    -0.835   0.4    1.    0. *   
   16     2    -5.390   0.4    1.    0. *   
   46     2    -0.535   0.4    1.    0. *   
   57     2    -0.779   0.4    1.    0. *   
   62     2    -0.332   0.4    1.    0. *   
   63     2    -0.435   0.4    1.    0. *   
   65     2    -0.699   0.4    1.    0. *   
   66     2    -0.699   0.4    1.    0. *   
   81     2    -9.800   0.4    1.    0. *   
   84     2    10.000   0.4    1.    0. *   
   85     2    -0.100   0.4    1.    0. *   
   87     2    -0.100   0.4    1.    0. *   
